ORG_CODE_ID,ORG_NAME,TRANSFER_EVENT_ID,TRANSFER_EVENT_TYPE,TRANSFER_COURSE_NAME,MMU_EVENT_ID,MMU_EVENT_TYPE,MMU_COURSE_NAME
"O000002233","Iowa Central Cc Ft Dodge","PEV-105","Lecture","Vars Sprt Participtn","OT 005","Lecture","Generic Course"
"O000002233","Iowa Central Cc Ft Dodge","PHI-145","Lecture","Intro Ethical Cnflct","PL 169","Lecture","Introduction To Ethics"
"O000002233","Iowa Central Cc Ft Dodge","PSY-152","Lecture","Abnormal Psychology","PS 306","Lecture","Abnormal Psychology"
"O000002233","Iowa Central Cc Ft Dodge","SOC-110","Lecture","Introduction To Sociology","SO 122","Lecture","Introduction To Sociology"
"O000002233","Iowa Central Cc Ft Dodge","SOC-122","Lecture","Social Problems","SO 155","Lecture","Social Problems"
"O000002233","Iowa Central Cc Ft Dodge","SOC-131","Lecture","Generic Course","OT 001","Lecture","Generic Course"
"O000002233","Iowa Central Cc Ft Dodge","PSY-181","Lecture","Hum Grow&Develpmt","PS 124","Lecture","Developmental Psychology"
"O000002233","Iowa Central Cc Ft Dodge","REL-105","Lecture","Intro to Religion","RS 008","Lecture","Religion Domain"
"O000002233","Iowa Central Cc Ft Dodge","SDV-108","Lecture","College Experience","OT 002","Lecture","Generic Course"
"O000002234","Iowa Central Cc Webster City","ENV-135","Lecture","Env Sci/Pollut Prob","PH 008","Lecture","Natural World Domain"
"O000002234","Iowa Central Cc Webster City","ENV-133","Lecture","Env Sci/Pop Prob","PH 008","Lecture","Natural World Domain"
"O000002234","Iowa Central Cc Webster City","PSY-152","Lecture","Abnormal Psychology","PS 306","Lecture","Abnormal Psychology"
"O000002234","Iowa Central Cc Webster City","HIS-112","Lecture","W Civ:Anc-Erly Modrn","HI 120","Lecture","Origins Of The Western Tradition"
"O000039786","Iowa Central Community College","PNN732","Lecture","Clinical Practicum","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","PHR118","Lecture","Pharmacy Technician","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","PNN104","Lecture","Metrology","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","PLU150","Lecture","Advanced Plan & Print Reading","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","PLU142","Lecture","Plumbing Practices II","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","PNN138","Lecture","Introduction to Nursing","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","PNN722","Lecture","Fundamentals of Nursing Clinical","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","PNN533","Lecture","Practical Nursing II","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","PNN139","Lecture","Practical Nursing I","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","PEV928","Lecture","Independent Study","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","PHI101","Lecture","Introduction to Philosophy","PL 008","Lecture","Philosophy Domain"
"O000039786","Iowa Central Community College","PHI105","Lecture","Introduction to Ethics","PL 169","Lecture","Introduction To Ethics"
"O000039786","Iowa Central Community College","PEV260","Lecture","Varsity Softball II","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","PEV270","Lecture","Varsity Volleyball II","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","PEV924","Lecture","Honors Project","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","PHI111","Lecture","Basic Reasoning","PL 008","Lecture","Philosophy Domain"
"O000039786","Iowa Central Community College","PHI132","Lecture","Philosophy of Education","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","PHI924","Lecture","Honors Project","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","PHI928","Lecture","Independent Study","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","PHI125","Lecture","Introduction to Non-Western Philosophy:","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","PHI126","Lecture","Introduction to Non-Western Philosophy:","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","PHI130","Lecture","Philosophy of Human Nature","PL 161","Lecture","Intro Philosophy Human Person"
"O000039786","Iowa Central Community College","PHS928","Lecture","Independent Study","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","PHS181","Lecture","Evolution of the Earth Lab","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","PHS180","Lecture","Evolution of the Earth","PH 008","Lecture","Natural World Domain"
"O000039786","Iowa Central Community College","PHY172","Lecture","College Physics II","PH 152","Lecture","Principles of Physics II"
"O000039786","Iowa Central Community College","PHY162","Lecture","College Physics I","PH 151","Lecture","Principles of Physics I"
"O000039786","Iowa Central Community College","PHY120","Lecture","Introductory Physics","PH 008","Lecture","Natural World Domain"
"O000039786","Iowa Central Community College","PHS176","Lecture","Environmental Geology Lab","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","PHS151","Lecture","Introduction to Astronomy","PH 008","Lecture","Natural World Domain"
"O000039786","Iowa Central Community College","PHR928","Lecture","Independent Study","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","PHR924","Lecture","Honors Project","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","PHS175","Lecture","Environmental Geology","PH 008","Lecture","Natural World Domain"
"O000039786","Iowa Central Community College","PHS171","Lecture","Physical Geology Lab","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","PHS170","Lecture","Physical Geology","PH 008","Lecture","Natural World Domain"
"O000039786","Iowa Central Community College","PHY928","Lecture","Independent Study","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","PHY924","Lecture","Honors Project","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","PHY232","Lecture","UTC Physics II","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","PLU140","Lecture","Plumbing Practices I","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","PLU132","Lecture","Plumbing Theory II","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","PLU130","Lecture","Plumbing Theory I","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","PHY230","Lecture","UTC Physics I","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","PHY190","Lecture","Physics I","PH 151","Lecture","Principles of Physics I"
"O000039786","Iowa Central Community College","PHY182","Lecture","Applied Physics II","PH 152","Lecture","Principles of Physics II"
"O000039786","Iowa Central Community College","PHY180","Lecture","Applied Physics I","PH 151","Lecture","Principles of Physics I"
"O000039786","Iowa Central Community College","PHY222","Lecture","Classical Physics II","PH 152","Lecture","Principles of Physics II"
"O000039786","Iowa Central Community College","PHY212","Lecture","Classical Physics I","PH 151","Lecture","Principles of Physics I"
"O000039786","Iowa Central Community College","PHY192","Lecture","Physics II","PH 152","Lecture","Principles of Physics II"
"O000039786","Iowa Central Community College","PEV240","Lecture","Varsity Golf II","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","GRA151","Lecture","Web Design","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","GRA152","Lecture","Web Design II","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","GRA140","Lecture","Digital Imaging","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","GRA141","Lecture","Digital Imaging II","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","GRA199","Lecture","Graphic Communication Job Shadowing","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","GRA924","Lecture","Honors Project","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","GRA191","Lecture","Production Techniques I","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","GRA192","Lecture","Production Techniques II","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","GRA101","Lecture","Survey of Graphic Communications","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","GRA103","Lecture","Introduction to Macintosh","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","GEO924","Lecture","Honors Project","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","GEO928","Lecture","Independent Study","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","GRA131","Lecture","Digital Layout","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","GRA132","Lecture","Digital Layout II","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","GRA127","Lecture","Illustrator I","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","GRA128","Lecture","Illustrator II","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","GRA928","Lecture","Independent Study","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","HCM162","Lecture","Advanced Culinary Skills","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","HCM166","Lecture","Culinary Arts","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","HCM148","Lecture","Food Fundamentals (lec)","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","HCM161","Lecture","Stocks and Sauces","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","HCM195","Lecture","Dining Room Tech (Lecture)","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","HCM204","Lecture","Dining Room Techniques (lab)","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","HCM174","Lecture","International Cuisine(lab)","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","HCM177","Lecture","Culinary Arts (Lecture)","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","HCM122","Lecture","International Breads","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","HCM123","Lecture","International Pastries","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","HCM100","Lecture","Sanitation & Safety","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","HCM117","Lecture","Bakery I (lab)","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","HCM130","Lecture","Plated Desserts","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","HCM147","Lecture","Food Production I (lab)","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","HCM125","Lecture","Basic Cake Decorating","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","HCM126","Lecture","Science of Baking","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","GEO171","Lecture","Global Interdependence and Human Surviva","GA 008","Lecture","Global Awareness"
"O000039786","Iowa Central Community College","PEH924","Lecture","Honors Project","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","PEH162","Lecture","Introduction to Physical Education","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","PEV115","Lecture","Varsity Baseball","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","PEH928","Lecture","Independent Study","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","PEC924","Lecture","Honors Project","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","PEC221","Lecture","Techniques of Teaching Team Sports","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","PEH161","Lecture","Introduction to Physical Education","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","PEC928","Lecture","Independent Study","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","PEV215","Lecture","Varsity Baseball II","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","PEV170","Lecture","Varsity Volleyball","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","PEV222","Lecture","Varsity Basketball II Women","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","PEV221","Lecture","Varsity Basketball II Men","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","PEV122","Lecture","Varsity Basketball Women","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","PEV121","Lecture","Varsity Basketball Men","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","PEV160","Lecture","Varsity Softball","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","PEV140","Lecture","Varsity Golf","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","PEC220","Lecture","Techniques of Teaching Individual and Du","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","FLS232","Lecture","Intermediate Spanish II","GA 008","Lecture","Global Awareness"
"O000039786","Iowa Central Community College","FLS266","Lecture","Advanced Spanish: Latin American and Spa","GA 008","Lecture","Global Awareness"
"O000039786","Iowa Central Community College","FLS142","Lecture","Elementary Spanish II","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","FLS231","Lecture","Intermediate Spanish I","GA 008","Lecture","Global Awareness"
"O000039786","Iowa Central Community College","GEO115","Lecture","Human Geography","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","GEO121","Lecture","World Regional Geography","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","FLS924","Lecture","Honors Project","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","FLS928","Lecture","Independent Study","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","PEC148","Lecture","Theory of Coaching Basketball","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","HCM213","Lecture","Dining Management(lec)","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","PEC160","Lecture","Sports Officiating","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","PEC150","Lecture","Theory of Coaching Volleyball","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","FLS128","Lecture","Conversational Spanish","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","FLS141","Lecture","Elementary Spanish I","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","FLG928","Lecture","Independent Study","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","FLS101","Lecture","Spanish for Professionals: Health Care","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","PNN924","Lecture","Honors Project","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","ELT460","Lecture","Fiber Optics","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","ELT500","Lecture","LAN Design & Protocols","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","ELT506","Lecture","Router Basics","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","ELT428","Lecture","Telephony Circuits II","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","ELT443","Lecture","Multiplexing I","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","ELT455","Lecture","Transmission Circuits I","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","ELT520","Lecture","Communication Electronics I","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","ELT521","Lecture","Communication Electronics II","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","ELT619","Lecture","Microprocessors I","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","ELT516","Lecture","Solid State Circuits","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","ELT517","Lecture","Active Devices I : Transistor Amplifiers","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","ELT518","Lecture","Active Devices II: Operational Amplifier","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","ELT363","Lecture","Fundamentals of Analysis II","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","ELT392","Lecture","Advanced Analysis I","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","ELT393","Lecture","Advanced Analysis II","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","ELT341","Lecture","Electric Circuits II","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","ELT360","Lecture","DC Fundamentals","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","ELT362","Lecture","Fundamentals of Analysis I","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","ELT402","Lecture","Introduction to Communication Systems","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","ELT408","Lecture","Structured Cabling System","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","ELT427","Lecture","Telephony Circuits I","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","ELT395","Lecture","Advanced Electrical Circuits","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","ELT397","Lecture","Transform Circuit Analysis","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","ELT400","Lecture","Local Loop","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","EMS643","Lecture","Cardiorespiratory Paramedicine","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","EMS644","Lecture","Paramedic Clinical I","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","EMS645","Lecture","Paramedic I","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","EMS640","Lecture","EMS Operations","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","EMS641","Lecture","Introduction to Paramedicine","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","EMS642","Lecture","Pharmacology for Paramedicine","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","EMS649","Lecture","Trauma and Environmental Emergencies","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","EMS650","Lecture","Medical and Psychological Emergencies","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","EMS651","Lecture","Paramedic Fieldwork","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","EMS646","Lecture","Paramedic Clinical II","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","EMS647","Lecture","Paramedic II","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","EMS648","Lecture","Special Patient Populations in Emergency","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","ELT852","Lecture","Design Projects","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","ELT853","Lecture","Air Cond & Refrigeration II","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","ELT855","Lecture","Communication Projects","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","ELT622","Lecture","Microprocessors II","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","ELT795","Lecture","Fundamentals of Fluid Power","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","ELT845","Lecture","Design Projects","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","ELT928","Lecture","Independent Study","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","EMS233","Lecture","EMT Basic Theory","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","EMS235","Lecture","EMT Basic Practical Applications","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","ELT860","Lecture","HVAC Systems and Controls","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","ELT880","Lecture","Telecommunications Internship","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","ELT924","Lecture","Honors Project","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","ELT340","Lecture","Electric Circuits I","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","EDU920","Lecture","Field Experience","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","EDU924","Lecture","Honors Project","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","EDU928","Lecture","Independent Study","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","EDU212","Lecture","Educational Foundations","ED 102","Lecture","Foundations of Education"
"O000039786","Iowa Central Community College","EDU240","Lecture","Educational Psychology","ED 253","Lecture","Educational Psychology"
"O000039786","Iowa Central Community College","EDU805","Lecture","Literacy Tutor Experience","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","EGR170","Lecture","Materials Science","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","EGR180","Lecture","Statics","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","EGR280","Lecture","Dynamics","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","EGR100","Lecture","Engineering Orientation","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","EGR160","Lecture","Engineering I","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","EGR165","Lecture","Engineering II","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","ECE920","Lecture","Field Experience","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","ECE924","Lecture","Honors Project","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","ECE928","Lecture","Independent Study","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","ECE221","Lecture","Infant/Toddler Care and Education","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","ECE243","Lecture","Early Childhood Guidance","ED 350","Lecture","Classroom Managment: Behavior Strat"
"O000039786","Iowa Central Community College","ECE290","Lecture","Early Childhood Program Administration","ED 270","Lecture","Care & Education of Infants & Toddlers"
"O000039786","Iowa Central Community College","ECN924","Lecture","Honors Project","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","ECN928","Lecture","Independent Study","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","EDU110","Lecture","Exploring Teaching","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","ECN120","Lecture","Principles of Macroeconomics","EC 251","Lecture","Macroeconomics Principles"
"O000039786","Iowa Central Community College","ECN130","Lecture","Principles of Microeconomics","EC 252","Lecture","Microeconomic Principles"
"O000039786","Iowa Central Community College","ECN210","Lecture","Asian Economic Systems","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","ELT129","Lecture","Electrical Apps for Plumbing","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","ELT146","Lecture","Natl Elec Code & Elec Wiring","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","ELT152","Lecture","Industrial Maintenance I","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","EGT928","Lecture","Independent Study","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","ELT???","Lecture","Digital Circuits","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","ELT128","Lecture","Applied Industrial Electronics","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","ELT272","Lecture","Electronics Practices II","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","ELT304","Lecture","Introduction to Electrical Circuits","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","ELT309","Lecture","Digital Circuits","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","ELT211","Lecture","Motor Control Circuits","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","ELT224","Lecture","Motors and Transformers","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","ELT270","Lecture","Electronic Practices I","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","EGR900","Lecture","NSF Technology Seminar","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","EGR924","Lecture","Honors Project","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","EGR928","Lecture","Independent Study","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","EGR285","Lecture","Intro to Electrical Science","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","EGR290","Lecture","Thermodynamics","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","EGR380","Lecture","Mechanics of Deformable Bodies","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","EGT136","Lecture","Dynamics","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","EGT146","Lecture","Hydraulics","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","EGT924","Lecture","Honors Project","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","EGT124","Lecture","Strength of Materials","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","EGT125","Lecture","Applied Statics","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","EGT132","Lecture","Kinematics","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","EMS652","Lecture","Paramedic Clinical III","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","FIR110","Lecture","History and Philosophy of the Fire Servi","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","FIR125","Lecture","Fire Behavior and Building Design","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","FIR130","Lecture","Fundamentals of Fire Prevention","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","FIN924","Lecture","Honors Project","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","FIN928","Lecture","Independent Study","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","FIR105","Lecture","Fire Science Career Orientation","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","FIR146","Lecture","Firefighting Tactics and Strategy","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","FIR150","Lecture","Fire Detection and Suppression Systems","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","FIR180","Lecture","Chemistry of Hazardous Materials","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","FIR140","Lecture","Firefighting Skills I","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","FIR141","Lecture","Firefighting Skills II","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","FIR142","Lecture","Essential Topics","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","ESI924","Lecture","Honors Project","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","ESI928","Lecture","Independent Study","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","FIN101","Lecture","Principles of Banking","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","ESI092","Lecture","Intensive ESL Composition V","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","ESI094","Lecture","Intensive ESL Grammar V","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","ESI097","Lecture","Intensive ESL Reading V","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","FIN141","Lecture","Consumer Lending","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","FIN170","Lecture","Introduction to Commercial Lending","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","FIN178","Lecture","Residential Mortgage Lending","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","FIN110","Lecture","Money and Banking","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","FIN121","Lecture","Personal Finance","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","FIN130","Lecture","Principles of Finance","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","FLG232","Lecture","Intermediate German II","GA 008","Lecture","Global Awareness"
"O000039786","Iowa Central Community College","FLG924","Lecture","Honors Project","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","PRL101","Lecture","Paralegal Studies Orientation","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","FLG141","Lecture","Elementary German I","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","FLG142","Lecture","Elementary German II","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","FLG231","Lecture","Intermediate German I","GA 008","Lecture","Global Awareness"
"O000039786","Iowa Central Community College","POL121","Lecture","International Relations","PO 103","Lecture","Introduction to International Politics"
"O000039786","Iowa Central Community College","POL111","Lecture","American National Government","PO 111","Lecture","Introduction To American Politics"
"O000039786","Iowa Central Community College","PNN928","Lecture","Independent Study","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","POL928","Lecture","Independent Study","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","POL924","Lecture","Honors Project","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","POL130","Lecture","Perspectives on Terrorism","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","FIR330","Lecture","Fire Service Company Officer","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","FIR924","Lecture","Honors Project","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","FIR928","Lecture","Independent Study","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","FIR183","Lecture","Hazardous Materials Management","OT","Lecture","Generic Course"
"O000039786","Iowa Central Community College","FIR280","Lecture","Instructional Techniques for Fire Servic","OT","Lecture","Generic Course"
